what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269760658093
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269760658656
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269760949703
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269760989781
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269761090562
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269761091859
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269761091859
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1269761093437
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269761096796
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269761105656
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1269761109562
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269761114515
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269761122359
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269761126250
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1269761132671
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269761132765
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1269761132828
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1269761134812
